student_id,concept_id,concept_name,subject_id,difficulty,mastery,questions_correct,questions_total,accuracy,avg_response_time,practice_sessions,reassessment_flag,improvement,target_status
498,12,Derivatives,1,Advanced,14.99,2,6,33.33,31.18,0,0,0.0,Critical
498,40,Operating Systems Basics,3,Intermediate,27.04,0,6,0.0,32.51,6,1,17.08,Critical
498,16,Measurement and Units,2,Beginner,33.76,0,6,0.0,37.33,6,1,23.86,Critical
499,8,Systems of Equations,1,Intermediate,16.87,0,6,0.0,51.33,3,0,0.0,Critical
499,30,Quantum Physics Basics,2,Advanced,14.66,0,6,0.0,53.45,6,0,0.0,Critical
499,37,Object-Oriented Programming,3,Intermediate,47.84,1,6,16.67,39.29,4,0,0.0,Weak
499,12,Derivatives,1,Advanced,24.12,0,6,0.0,39.57,2,0,0.0,Critical
499,32,Algorithms,3,Beginner,44.83,3,6,50.0,44.7,6,1,13.27,Weak
499,45,Computer Architecture,3,Advanced,31.34,2,6,33.33,38.07,4,0,0.0,Critical
499,18,Forces,2,Beginner,25.0,2,6,33.33,36.07,7,1,19.22,Critical
499,23,Circular Motion,2,Intermediate,26.66,1,6,16.67,36.94,2,0,0.0,Critical
499,26,Thermodynamics,2,Advanced,0.0,0,6,0.0,29.07,1,1,13.07,Critical
499,9,Trigonometry,1,Intermediate,37.15,2,6,33.33,51.92,7,0,0.0,Critical
500,17,Motion,2,Beginner,59.39,3,6,50.0,36.94,2,1,4.21,Weak
500,12,Derivatives,1,Advanced,67.07,3,6,50.0,41.81,7,1,-0.45,Adequate
500,33,Programming Fundamentals,3,Beginner,45.5,5,6,83.33,37.97,1,0,0.0,Weak
500,41,Algorithm Analysis,3,Advanced,42.65,3,6,50.0,34.77,5,1,4.66,Weak
500,29,Modern Physics,2,Advanced,46.38,2,6,33.33,44.9,3,1,-2.43,Weak
500,2,Algebraic Expressions,1,Beginner,83.45,6,6,100.0,71.83,5,0,0.0,Strong
500,10,Probability,1,Intermediate,53.23,5,6,83.33,48.34,1,1,-4.76,Weak
500,4,Ratios and Proportions,1,Beginner,67.44,4,6,66.67,50.89,1,1,-7.4,Adequate
500,42,Advanced Data Structures,3,Advanced,51.08,2,6,33.33,60.93,2,0,0.0,Weak
500,25,Electric Circuits,2,Intermediate,41.91,4,6,66.67,22.64,3,1,2.2,Weak
500,22,Work and Power,2,Intermediate,35.72,2,6,33.33,26.62,2,0,0.0,Critical
500,5,Basic Geometry,1,Beginner,75.83,4,6,66.67,47.12,5,0,0.0,Adequate
500,14,Linear Algebra,1,Advanced,62.11,3,6,50.0,61.44,7,0,0.0,Adequate
500,36,Data Structures,3,Intermediate,41.62,2,6,33.33,36.83,7,0,0.0,Weak
501,41,Algorithm Analysis,3,Advanced,36.34,2,6,33.33,30.01,0,0,0.0,Critical
501,7,Functions,1,Intermediate,9.2,0,6,0.0,49.62,2,0,0.0,Critical
501,4,Ratios and Proportions,1,Beginner,37.5,2,6,33.33,50.58,6,1,21.37,Critical
501,8,Systems of Equations,1,Intermediate,18.08,0,6,0.0,39.59,3,0,0.0,Critical
501,24,Waves,2,Intermediate,74.39,3,6,50.0,36.91,6,0,0.0,Adequate
501,1,Number Systems,1,Beginner,27.86,2,6,33.33,45.3,2,0,0.0,Critical
502,17,Motion,2,Beginner,77.9,6,6,100.0,49.46,4,1,3.66,Adequate
502,8,Systems of Equations,1,Intermediate,36.6,1,6,16.67,39.92,7,0,0.0,Critical
502,9,Trigonometry,1,Intermediate,38.81,4,6,66.67,37.97,5,1,10.06,Critical
502,21,Momentum,2,Intermediate,54.14,3,6,50.0,41.42,4,1,7.66,Weak
502,19,Energy,2,Beginner,76.93,5,6,83.33,56.39,6,1,5.93,Adequate
502,32,Algorithms,3,Beginner,60.23,2,6,33.33,41.08,3,0,0.0,Adequate
502,13,Integrals,1,Advanced,18.67,1,6,16.67,39.34,6,1,3.66,Critical
502,40,Operating Systems Basics,3,Intermediate,72.82,1,6,16.67,51.5,1,0,0.0,Adequate
503,10,Probability,1,Intermediate,49.02,3,6,50.0,24.91,1,0,0.0,Weak
503,9,Trigonometry,1,Intermediate,52.96,2,6,33.33,46.2,0,1,33.83,Weak
503,15,Advanced Probability,1,Advanced,45.44,3,6,50.0,29.33,4,1,30.91,Weak
503,23,Circular Motion,2,Intermediate,59.65,2,6,33.33,59.33,5,0,0.0,Weak
503,7,Functions,1,Intermediate,48.43,2,6,33.33,34.18,5,0,0.0,Weak
503,28,Optics,2,Advanced,30.8,3,6,50.0,48.36,6,1,19.16,Critical
503,20,Electricity Basics,2,Beginner,62.27,2,6,33.33,17.12,4,0,0.0,Adequate
503,42,Advanced Data Structures,3,Advanced,33.99,3,6,50.0,33.55,3,0,0.0,Critical
503,16,Measurement and Units,2,Beginner,63.76,4,6,66.67,41.94,6,0,0.0,Adequate
504,37,Object-Oriented Programming,3,Intermediate,16.02,1,6,16.67,18.71,7,1,9.59,Critical
504,5,Basic Geometry,1,Beginner,35.78,0,6,0.0,54.84,1,0,0.0,Critical
504,38,Database Fundamentals,3,Intermediate,11.44,1,6,16.67,35.0,7,0,0.0,Critical
504,30,Quantum Physics Basics,2,Advanced,24.82,1,6,16.67,54.89,5,1,12.45,Critical
504,15,Advanced Probability,1,Advanced,0.0,0,6,0.0,34.42,2,1,5.58,Critical
504,45,Computer Architecture,3,Advanced,14.03,1,6,16.67,50.62,6,0,0.0,Critical
505,27,Electromagnetism,2,Advanced,26.1,0,6,0.0,31.07,5,1,30.67,Critical
505,8,Systems of Equations,1,Intermediate,34.46,2,6,33.33,33.66,6,1,32.12,Critical
505,29,Modern Physics,2,Advanced,39.18,1,6,16.67,36.8,1,0,0.0,Critical
505,15,Advanced Probability,1,Advanced,25.03,0,6,0.0,40.49,0,0,0.0,Critical
505,31,Computational Thinking,3,Beginner,91.69,5,6,83.33,30.44,4,0,0.0,Strong
505,33,Programming Fundamentals,3,Beginner,93.52,5,6,83.33,50.34,3,1,15.99,Strong
505,38,Database Fundamentals,3,Intermediate,71.75,3,6,50.0,22.34,1,1,27.59,Adequate
505,42,Advanced Data Structures,3,Advanced,74.68,3,6,50.0,62.93,3,0,0.0,Adequate
505,28,Optics,2,Advanced,23.43,1,6,16.67,39.79,5,1,31.6,Critical
505,4,Ratios and Proportions,1,Beginner,38.85,2,6,33.33,35.48,5,0,0.0,Critical
506,38,Database Fundamentals,3,Intermediate,10.31,1,6,16.67,46.48,6,1,32.94,Critical
506,29,Modern Physics,2,Advanced,42.06,3,6,50.0,32.93,0,1,22.07,Weak
506,19,Energy,2,Beginner,54.02,3,6,50.0,66.74,3,0,0.0,Weak
506,42,Advanced Data Structures,3,Advanced,10.14,1,6,16.67,57.71,0,1,26.99,Critical
506,21,Momentum,2,Intermediate,43.64,2,6,33.33,26.22,7,0,0.0,Weak
506,45,Computer Architecture,3,Advanced,15.67,1,6,16.67,58.51,0,1,20.37,Critical
506,20,Electricity Basics,2,Beginner,53.76,2,6,33.33,31.57,0,1,18.84,Weak
506,2,Algebraic Expressions,1,Beginner,38.05,2,6,33.33,46.01,3,1,16.34,Critical
506,13,Integrals,1,Advanced,33.7,0,6,0.0,43.82,5,1,20.05,Critical
506,24,Waves,2,Intermediate,51.14,5,6,83.33,26.85,4,0,0.0,Weak
506,16,Measurement and Units,2,Beginner,50.53,2,6,33.33,39.8,6,1,11.46,Weak
506,37,Object-Oriented Programming,3,Intermediate,34.13,0,6,0.0,37.88,4,1,4.42,Critical
506,35,Computer Systems Basics,3,Beginner,28.11,3,6,50.0,40.68,6,1,7.38,Critical
507,26,Thermodynamics,2,Advanced,55.74,4,6,66.67,26.44,1,1,13.44,Weak
507,33,Programming Fundamentals,3,Beginner,48.24,4,6,66.67,38.69,1,1,8.51,Weak
507,2,Algebraic Expressions,1,Beginner,53.79,3,6,50.0,54.14,5,1,11.09,Weak
507,25,Electric Circuits,2,Intermediate,44.51,1,6,16.67,33.78,2,0,0.0,Weak
507,44,Machine Learning Fundamentals,3,Advanced,25.21,1,6,16.67,36.64,4,0,0.0,Critical
507,23,Circular Motion,2,Intermediate,48.79,3,6,50.0,36.1,0,0,0.0,Weak
508,30,Quantum Physics Basics,2,Advanced,31.55,1,6,16.67,44.64,6,0,0.0,Critical
508,36,Data Structures,3,Intermediate,62.16,4,6,66.67,25.85,3,1,10.38,Adequate
508,2,Algebraic Expressions,1,Beginner,26.57,1,6,16.67,64.05,0,0,0.0,Critical
508,5,Basic Geometry,1,Beginner,33.9,3,6,50.0,46.23,2,1,8.66,Critical
508,44,Machine Learning Fundamentals,3,Advanced,42.07,1,6,16.67,41.31,7,1,14.61,Weak
508,1,Number Systems,1,Beginner,47.86,2,6,33.33,48.11,0,0,0.0,Weak
508,3,Linear Equations,1,Beginner,54.86,2,6,33.33,51.7,1,1,7.46,Weak
508,16,Measurement and Units,2,Beginner,43.91,3,6,50.0,55.59,7,1,-0.81,Weak
508,43,Artificial Intelligence Fundamentals,3,Advanced,44.29,2,6,33.33,46.39,6,0,0.0,Weak
508,41,Algorithm Analysis,3,Advanced,41.94,3,6,50.0,24.01,7,1,0.33,Weak
508,10,Probability,1,Intermediate,35.34,2,6,33.33,59.93,2,1,17.05,Critical
508,11,Limits,1,Advanced,29.23,1,6,16.67,50.78,1,0,0.0,Critical
508,17,Motion,2,Beginner,38.17,4,6,66.67,32.36,0,0,0.0,Critical
509,32,Algorithms,3,Beginner,70.28,1,6,16.67,43.34,5,0,0.0,Adequate
509,31,Computational Thinking,3,Beginner,49.26,5,6,83.33,43.36,0,0,0.0,Weak
509,27,Electromagnetism,2,Advanced,45.54,1,6,16.67,33.08,5,1,33.14,Weak
509,45,Computer Architecture,3,Advanced,50.85,4,6,66.67,44.92,3,1,26.71,Weak
509,43,Artificial Intelligence Fundamentals,3,Advanced,61.03,3,6,50.0,48.66,7,0,0.0,Adequate
509,40,Operating Systems Basics,3,Intermediate,54.88,2,6,33.33,41.34,0,0,0.0,Weak
510,39,Computer Networks,3,Intermediate,77.65,5,6,83.33,40.21,6,0,0.0,Adequate
510,29,Modern Physics,2,Advanced,67.04,3,6,50.0,29.32,3,1,17.68,Adequate
510,9,Trigonometry,1,Intermediate,86.12,3,6,50.0,32.65,4,0,0.0,Strong
510,11,Limits,1,Advanced,68.28,4,6,66.67,28.22,4,1,26.49,Adequate
510,28,Optics,2,Advanced,57.98,3,6,50.0,25.6,7,0,0.0,Weak
510,21,Momentum,2,Intermediate,74.67,3,6,50.0,39.78,1,0,0.0,Adequate
510,32,Algorithms,3,Beginner,83.64,6,6,100.0,30.92,4,0,0.0,Strong
511,40,Operating Systems Basics,3,Intermediate,86.71,4,6,66.67,23.34,6,0,0.0,Strong
511,41,Algorithm Analysis,3,Advanced,76.66,6,6,100.0,66.59,1,1,22.65,Adequate
511,31,Computational Thinking,3,Beginner,75.14,3,6,50.0,47.65,7,1,32.9,Adequate
511,44,Machine Learning Fundamentals,3,Advanced,58.9,2,6,33.33,44.88,5,0,0.0,Weak
511,6,Quadratic Equations,1,Intermediate,67.4,3,6,50.0,24.57,7,0,0.0,Adequate
511,43,Artificial Intelligence Fundamentals,3,Advanced,57.67,4,6,66.67,50.05,5,1,38.41,Weak
511,10,Probability,1,Intermediate,56.81,3,6,50.0,41.1,3,0,0.0,Weak
512,16,Measurement and Units,2,Beginner,38.14,1,6,16.67,42.07,6,0,0.0,Critical
512,22,Work and Power,2,Intermediate,7.24,0,6,0.0,36.31,6,0,0.0,Critical
512,44,Machine Learning Fundamentals,3,Advanced,24.09,1,6,16.67,31.99,6,0,0.0,Critical
512,5,Basic Geometry,1,Beginner,34.21,2,6,33.33,59.95,1,0,0.0,Critical
512,21,Momentum,2,Intermediate,25.32,3,6,50.0,56.69,7,0,0.0,Critical
512,30,Quantum Physics Basics,2,Advanced,16.52,0,6,0.0,47.9,5,0,0.0,Critical
512,27,Electromagnetism,2,Advanced,11.88,1,6,16.67,63.24,6,0,0.0,Critical
512,34,Data Representation,3,Beginner,31.33,1,6,16.67,48.3,3,0,0.0,Critical
512,9,Trigonometry,1,Intermediate,12.37,1,6,16.67,43.29,2,0,0.0,Critical
512,24,Waves,2,Intermediate,17.81,0,6,0.0,64.77,4,0,0.0,Critical
512,25,Electric Circuits,2,Intermediate,22.29,0,6,0.0,64.52,7,1,18.04,Critical
512,33,Programming Fundamentals,3,Beginner,25.55,2,6,33.33,46.44,0,0,0.0,Critical
513,32,Algorithms,3,Beginner,42.54,1,6,16.67,34.7,2,0,0.0,Weak
513,18,Forces,2,Beginner,54.06,3,6,50.0,34.13,5,0,0.0,Weak
513,21,Momentum,2,Intermediate,56.64,4,6,66.67,43.91,4,1,7.49,Weak
513,22,Work and Power,2,Intermediate,50.21,2,6,33.33,32.71,0,0,0.0,Weak
513,17,Motion,2,Beginner,49.39,3,6,50.0,12.51,3,1,11.27,Weak
513,39,Computer Networks,3,Intermediate,16.2,0,6,0.0,22.87,1,0,0.0,Critical
513,4,Ratios and Proportions,1,Beginner,44.05,3,6,50.0,33.35,5,1,24.52,Weak
514,30,Quantum Physics Basics,2,Advanced,28.54,2,6,33.33,48.94,7,1,10.3,Critical
514,13,Integrals,1,Advanced,20.01,2,6,33.33,39.37,5,1,21.38,Critical
514,12,Derivatives,1,Advanced,32.51,3,6,50.0,49.41,0,1,26.28,Critical
514,28,Optics,2,Advanced,13.03,1,6,16.67,44.32,6,0,0.0,Critical
514,32,Algorithms,3,Beginner,29.33,1,6,16.67,15.42,2,0,0.0,Critical
514,8,Systems of Equations,1,Intermediate,33.77,1,6,16.67,35.65,4,0,0.0,Critical
515,25,Electric Circuits,2,Intermediate,40.15,2,6,33.33,32.69,2,0,0.0,Weak
515,33,Programming Fundamentals,3,Beginner,69.25,2,6,33.33,31.55,6,1,6.61,Adequate
515,5,Basic Geometry,1,Beginner,60.03,4,6,66.67,26.88,6,1,15.3,Adequate
515,40,Operating Systems Basics,3,Intermediate,57.41,4,6,66.67,36.04,7,0,0.0,Weak
515,14,Linear Algebra,1,Advanced,39.74,1,6,16.67,29.32,7,1,19.67,Critical
516,14,Linear Algebra,1,Advanced,46.21,2,6,33.33,61.01,1,0,0.0,Weak
516,30,Quantum Physics Basics,2,Advanced,62.18,3,6,50.0,32.57,5,0,0.0,Adequate
516,27,Electromagnetism,2,Advanced,47.6,3,6,50.0,27.5,1,0,0.0,Weak
516,44,Machine Learning Fundamentals,3,Advanced,66.99,4,6,66.67,17.55,5,0,0.0,Adequate
516,6,Quadratic Equations,1,Intermediate,45.14,3,6,50.0,33.06,6,0,0.0,Weak
517,44,Machine Learning Fundamentals,3,Advanced,8.89,0,6,0.0,30.84,0,1,20.47,Critical
517,24,Waves,2,Intermediate,15.8,1,6,16.67,58.38,4,0,0.0,Critical
517,20,Electricity Basics,2,Beginner,36.83,3,6,50.0,48.16,4,1,34.65,Critical
517,34,Data Representation,3,Beginner,34.61,2,6,33.33,65.83,4,1,17.85,Critical
517,13,Integrals,1,Advanced,8.93,0,6,0.0,53.31,3,1,9.54,Critical
517,10,Probability,1,Intermediate,20.73,1,6,16.67,52.98,7,0,0.0,Critical
517,28,Optics,2,Advanced,3.89,0,6,0.0,26.64,2,0,0.0,Critical
517,29,Modern Physics,2,Advanced,0.0,1,6,16.67,51.23,3,1,23.37,Critical
517,37,Object-Oriented Programming,3,Intermediate,27.01,1,6,16.67,39.69,3,1,11.48,Critical
517,16,Measurement and Units,2,Beginner,25.14,0,6,0.0,35.63,4,1,19.49,Critical
517,38,Database Fundamentals,3,Intermediate,21.27,3,6,50.0,50.67,2,0,0.0,Critical
517,21,Momentum,2,Intermediate,3.22,0,6,0.0,55.06,4,0,0.0,Critical
517,14,Linear Algebra,1,Advanced,24.28,0,6,0.0,62.9,7,0,0.0,Critical
518,37,Object-Oriented Programming,3,Intermediate,33.27,0,6,0.0,50.42,5,0,0.0,Critical
518,18,Forces,2,Beginner,13.48,0,6,0.0,47.46,7,0,0.0,Critical
518,2,Algebraic Expressions,1,Beginner,19.23,1,6,16.67,37.41,3,0,0.0,Critical
518,44,Machine Learning Fundamentals,3,Advanced,23.15,1,6,16.67,65.36,3,0,0.0,Critical
518,31,Computational Thinking,3,Beginner,38.09,1,6,16.67,39.05,2,1,-10.0,Critical
518,13,Integrals,1,Advanced,21.94,3,6,50.0,48.93,3,1,1.67,Critical
518,41,Algorithm Analysis,3,Advanced,22.91,0,6,0.0,54.22,0,1,-7.93,Critical
518,34,Data Representation,3,Beginner,35.35,2,6,33.33,61.78,5,0,0.0,Critical
518,29,Modern Physics,2,Advanced,14.47,1,6,16.67,46.27,7,1,13.43,Critical
518,33,Programming Fundamentals,3,Beginner,27.89,1,6,16.67,21.11,3,1,11.23,Critical
518,27,Electromagnetism,2,Advanced,7.03,0,6,0.0,39.0,4,1,10.95,Critical
518,5,Basic Geometry,1,Beginner,42.56,1,6,16.67,40.19,4,1,-0.25,Weak
519,37,Object-Oriented Programming,3,Intermediate,50.87,2,6,33.33,44.12,6,0,0.0,Weak
519,11,Limits,1,Advanced,34.42,0,6,0.0,48.42,4,1,39.7,Critical
519,26,Thermodynamics,2,Advanced,45.57,1,6,16.67,49.97,1,1,15.34,Weak
519,44,Machine Learning Fundamentals,3,Advanced,47.85,3,6,50.0,42.83,7,1,8.99,Weak
519,40,Operating Systems Basics,3,Intermediate,52.51,1,6,16.67,40.16,2,1,19.74,Weak
519,14,Linear Algebra,1,Advanced,24.88,0,6,0.0,53.27,1,0,0.0,Critical
520,44,Machine Learning Fundamentals,3,Advanced,77.54,4,6,66.67,56.19,0,0,0.0,Adequate
520,20,Electricity Basics,2,Beginner,54.97,5,6,83.33,60.93,3,0,0.0,Weak
520,12,Derivatives,1,Advanced,67.68,3,6,50.0,35.85,0,1,18.4,Adequate
520,10,Probability,1,Intermediate,55.18,4,6,66.67,62.47,4,1,24.19,Weak
520,28,Optics,2,Advanced,61.84,1,6,16.67,45.46,0,0,0.0,Adequate
520,45,Computer Architecture,3,Advanced,86.58,6,6,100.0,20.01,1,0,0.0,Strong
521,30,Quantum Physics Basics,2,Advanced,33.35,1,6,16.67,29.74,4,0,0.0,Critical
521,25,Electric Circuits,2,Intermediate,37.76,1,6,16.67,31.1,6,0,0.0,Critical
521,24,Waves,2,Intermediate,39.88,2,6,33.33,32.87,1,0,0.0,Critical
521,23,Circular Motion,2,Intermediate,35.5,4,6,66.67,33.28,4,0,0.0,Critical
521,45,Computer Architecture,3,Advanced,40.27,3,6,50.0,51.3,2,1,13.27,Weak
521,13,Integrals,1,Advanced,30.69,0,6,0.0,53.14,4,0,0.0,Critical
521,19,Energy,2,Beginner,48.52,2,6,33.33,33.61,4,1,23.97,Weak
521,15,Advanced Probability,1,Advanced,40.56,2,6,33.33,21.36,4,1,21.37,Weak
522,26,Thermodynamics,2,Advanced,39.64,3,6,50.0,48.89,7,0,0.0,Critical
522,22,Work and Power,2,Intermediate,43.36,0,6,0.0,50.12,4,1,6.14,Weak
522,20,Electricity Basics,2,Beginner,59.56,2,6,33.33,16.7,5,0,0.0,Weak
522,35,Computer Systems Basics,3,Beginner,59.68,2,6,33.33,34.82,1,0,0.0,Weak
522,27,Electromagnetism,2,Advanced,37.89,1,6,16.67,35.09,0,1,30.96,Critical
522,6,Quadratic Equations,1,Intermediate,57.53,1,6,16.67,51.07,6,1,29.34,Weak
522,41,Algorithm Analysis,3,Advanced,21.5,1,6,16.67,46.91,5,0,0.0,Critical
522,28,Optics,2,Advanced,32.55,2,6,33.33,40.54,3,1,16.56,Critical
523,10,Probability,1,Intermediate,55.67,3,6,50.0,64.3,0,0,0.0,Weak
523,17,Motion,2,Beginner,55.12,3,6,50.0,20.22,0,1,8.08,Weak
523,9,Trigonometry,1,Intermediate,59.04,2,6,33.33,46.01,0,1,18.99,Weak
523,39,Computer Networks,3,Intermediate,57.7,3,6,50.0,36.31,3,0,0.0,Weak
523,22,Work and Power,2,Intermediate,44.28,3,6,50.0,48.3,2,1,5.83,Weak
523,40,Operating Systems Basics,3,Intermediate,41.24,2,6,33.33,31.65,6,0,0.0,Weak
523,34,Data Representation,3,Beginner,55.29,3,6,50.0,51.42,6,1,12.38,Weak
523,24,Waves,2,Intermediate,65.85,4,6,66.67,21.14,5,0,0.0,Adequate
523,20,Electricity Basics,2,Beginner,60.0,5,6,83.33,40.51,7,1,6.74,Weak
523,32,Algorithms,3,Beginner,57.48,4,6,66.67,37.15,4,1,12.41,Weak
523,2,Algebraic Expressions,1,Beginner,73.36,3,6,50.0,36.39,3,0,0.0,Adequate
524,38,Database Fundamentals,3,Intermediate,43.22,1,6,16.67,43.83,5,1,12.47,Weak
524,11,Limits,1,Advanced,21.3,0,6,0.0,37.93,3,1,33.67,Critical
524,15,Advanced Probability,1,Advanced,21.47,0,6,0.0,30.18,2,1,17.9,Critical
524,27,Electromagnetism,2,Advanced,26.7,0,6,0.0,52.97,4,1,26.19,Critical
524,7,Functions,1,Intermediate,40.83,2,6,33.33,34.91,0,1,26.2,Weak
524,45,Computer Architecture,3,Advanced,29.77,3,6,50.0,39.18,1,0,0.0,Critical
524,44,Machine Learning Fundamentals,3,Advanced,22.02,2,6,33.33,41.66,5,1,27.6,Critical
525,18,Forces,2,Beginner,51.18,1,6,16.67,40.77,0,0,0.0,Weak
525,22,Work and Power,2,Intermediate,35.62,1,6,16.67,52.68,4,1,-2.26,Critical
525,14,Linear Algebra,1,Advanced,0.0,0,6,0.0,64.17,0,1,4.14,Critical
525,11,Limits,1,Advanced,0.0,0,6,0.0,57.86,0,1,-9.07,Critical
525,2,Algebraic Expressions,1,Beginner,0.0,0,6,0.0,57.43,2,0,0.0,Critical
525,43,Artificial Intelligence Fundamentals,3,Advanced,0.0,0,6,0.0,42.97,7,0,0.0,Critical
525,7,Functions,1,Intermediate,0.0,0,6,0.0,38.18,5,0,0.0,Critical
525,30,Quantum Physics Basics,2,Advanced,14.14,1,6,16.67,55.62,5,0,0.0,Critical
525,45,Computer Architecture,3,Advanced,0.0,0,6,0.0,60.7,2,0,0.0,Critical
525,23,Circular Motion,2,Intermediate,24.58,2,6,33.33,49.91,6,0,0.0,Critical
525,21,Momentum,2,Intermediate,14.67,1,6,16.67,49.9,4,0,0.0,Critical
525,26,Thermodynamics,2,Advanced,24.48,1,6,16.67,41.23,1,1,10.29,Critical
525,34,Data Representation,3,Beginner,0.0,0,6,0.0,37.03,2,0,0.0,Critical
526,20,Electricity Basics,2,Beginner,82.91,3,6,50.0,30.62,3,0,0.0,Strong
526,37,Object-Oriented Programming,3,Intermediate,44.35,1,6,16.67,36.17,6,0,0.0,Weak
526,16,Measurement and Units,2,Beginner,100.0,6,6,100.0,30.24,0,1,4.91,Strong
526,34,Data Representation,3,Beginner,72.14,3,6,50.0,12.52,7,0,0.0,Adequate
526,39,Computer Networks,3,Intermediate,73.78,5,6,83.33,33.1,1,0,0.0,Adequate
526,24,Waves,2,Intermediate,62.64,4,6,66.67,25.7,3,0,0.0,Adequate
526,7,Functions,1,Intermediate,80.36,5,6,83.33,44.53,6,0,0.0,Strong
526,40,Operating Systems Basics,3,Intermediate,48.08,2,6,33.33,64.37,7,1,3.83,Weak
527,34,Data Representation,3,Beginner,56.76,2,6,33.33,24.83,5,0,0.0,Weak
527,19,Energy,2,Beginner,77.01,5,6,83.33,32.45,4,0,0.0,Adequate
527,6,Quadratic Equations,1,Intermediate,81.83,5,6,83.33,26.88,7,0,0.0,Strong
527,45,Computer Architecture,3,Advanced,45.77,2,6,33.33,41.86,6,1,13.81,Weak
527,23,Circular Motion,2,Intermediate,81.71,4,6,66.67,44.82,5,1,13.32,Strong
527,21,Momentum,2,Intermediate,67.42,5,6,83.33,31.38,4,0,0.0,Adequate
527,27,Electromagnetism,2,Advanced,58.21,4,6,66.67,35.4,2,0,0.0,Weak
527,13,Integrals,1,Advanced,71.26,3,6,50.0,25.87,5,1,10.45,Adequate
527,37,Object-Oriented Programming,3,Intermediate,60.87,4,6,66.67,41.27,4,1,22.24,Adequate
527,43,Artificial Intelligence Fundamentals,3,Advanced,49.34,2,6,33.33,35.34,4,0,0.0,Weak
527,12,Derivatives,1,Advanced,51.72,2,6,33.33,35.34,0,1,6.72,Weak
527,30,Quantum Physics Basics,2,Advanced,73.71,3,6,50.0,21.53,4,0,0.0,Adequate
527,44,Machine Learning Fundamentals,3,Advanced,49.84,3,6,50.0,27.69,4,0,0.0,Weak
528,23,Circular Motion,2,Intermediate,42.78,1,6,16.67,23.97,3,0,0.0,Weak
528,4,Ratios and Proportions,1,Beginner,94.45,6,6,100.0,13.5,7,0,0.0,Strong
528,26,Thermodynamics,2,Advanced,53.43,3,6,50.0,61.87,0,0,0.0,Weak
528,42,Advanced Data Structures,3,Advanced,73.06,5,6,83.33,31.51,7,0,0.0,Adequate
528,39,Computer Networks,3,Intermediate,82.11,4,6,66.67,49.66,6,0,0.0,Strong
528,27,Electromagnetism,2,Advanced,58.94,2,6,33.33,12.58,5,1,12.32,Weak
528,37,Object-Oriented Programming,3,Intermediate,84.04,5,6,83.33,31.42,3,0,0.0,Strong
528,15,Advanced Probability,1,Advanced,74.58,5,6,83.33,22.31,0,1,14.69,Adequate
528,5,Basic Geometry,1,Beginner,79.54,3,6,50.0,48.76,1,0,0.0,Adequate
529,11,Limits,1,Advanced,48.25,2,6,33.33,30.3,5,0,0.0,Weak
529,32,Algorithms,3,Beginner,36.14,2,6,33.33,22.63,3,0,0.0,Critical
529,5,Basic Geometry,1,Beginner,72.32,3,6,50.0,51.47,3,0,0.0,Adequate
529,43,Artificial Intelligence Fundamentals,3,Advanced,23.96,2,6,33.33,45.83,4,0,0.0,Critical
529,2,Algebraic Expressions,1,Beginner,65.89,3,6,50.0,63.8,3,0,0.0,Adequate
529,3,Linear Equations,1,Beginner,54.34,4,6,66.67,34.38,3,1,27.57,Weak
529,33,Programming Fundamentals,3,Beginner,52.31,2,6,33.33,16.45,1,0,0.0,Weak
529,37,Object-Oriented Programming,3,Intermediate,34.86,0,6,0.0,30.7,0,0,0.0,Critical
529,16,Measurement and Units,2,Beginner,42.61,2,6,33.33,27.65,2,1,-5.23,Weak
530,6,Quadratic Equations,1,Intermediate,49.34,3,6,50.0,39.36,3,1,17.53,Weak
530,31,Computational Thinking,3,Beginner,50.12,3,6,50.0,34.68,3,0,0.0,Weak
530,5,Basic Geometry,1,Beginner,52.31,2,6,33.33,55.34,2,0,0.0,Weak
530,4,Ratios and Proportions,1,Beginner,56.87,5,6,83.33,49.75,2,1,12.43,Weak
530,18,Forces,2,Beginner,46.45,2,6,33.33,51.76,7,1,10.15,Weak
530,29,Modern Physics,2,Advanced,39.12,4,6,66.67,36.96,1,0,0.0,Critical
530,36,Data Structures,3,Intermediate,45.31,2,6,33.33,40.03,7,0,0.0,Weak
530,22,Work and Power,2,Intermediate,48.58,2,6,33.33,34.27,3,0,0.0,Weak
531,10,Probability,1,Intermediate,51.5,4,6,66.67,31.49,4,0,0.0,Weak
531,13,Integrals,1,Advanced,34.37,0,6,0.0,34.1,5,0,0.0,Critical
531,17,Motion,2,Beginner,55.71,5,6,83.33,28.79,2,1,14.65,Weak
531,6,Quadratic Equations,1,Intermediate,44.39,2,6,33.33,59.89,1,0,0.0,Weak
531,34,Data Representation,3,Beginner,50.76,2,6,33.33,39.45,7,1,26.88,Weak
531,9,Trigonometry,1,Intermediate,59.77,2,6,33.33,23.48,1,0,0.0,Weak
531,38,Database Fundamentals,3,Intermediate,73.64,5,6,83.33,34.29,4,1,9.73,Adequate
531,26,Thermodynamics,2,Advanced,25.52,0,6,0.0,27.7,2,1,6.88,Critical
531,41,Algorithm Analysis,3,Advanced,48.56,4,6,66.67,54.83,4,1,3.53,Weak
532,33,Programming Fundamentals,3,Beginner,37.67,2,6,33.33,50.27,1,1,31.65,Critical
