content_id,subject_id,concept_id,concept_name,difficulty,question_type,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer
CONTENT_20,2,20,Electricity Basics,Beginner,Understanding,S2_C20_Understanding,What is electric current?,The flow of electric charge through a conductor.,The force that pulls objects toward Earth.,The amount of matter in an object.,The energy stored in a battery.,A
CONTENT_20,2,20,Electricity Basics,Beginner,Application,S2_C20_Application,A circuit has a current of 2 A flowing through it for 5 seconds. How much electric charge passes through the circuit?,0.4 C,2 C,7 C,10 C,D
CONTENT_20,2,20,Electricity Basics,Beginner,Reasoning,S2_C20_Reasoning,A student connects a second identical battery in series with the first battery. What generally happens to the total voltage of the two batteries?,It becomes zero.,It generally increases.,It always stays the same.,It becomes half as large.,B
CONTENT_20,2,20,Electricity Basics,Beginner,Problem Solving,S2_C20_Problem_Solving,A resistor has a resistance of 6 Ω and a voltage of 12 V across it. What current flows through the resistor?,0.5 A,2 A,6 A,72 A,B
CONTENT_20,2,20,Electricity Basics,Beginner,Misconception Detection,S2_C20_Misconception_Detection,"A student says: ""A battery creates electric charge every time a circuit is turned on."" Which statement identifies the mistake?",A battery provides energy that drives existing charge through the circuit.,A battery can only work when it is disconnected.,Electric charge disappears when a circuit is closed.,A circuit can contain current without any electric charge.,A
CONTENT_20,2,20,Electricity Basics,Beginner,Transfer,S2_C20_Transfer,"A small LED is connected to a battery and lights up. Which change would most directly reduce the current in the circuit, assuming the battery voltage stays the same?",Increase the circuit's resistance.,Decrease the circuit's resistance.,Remove all resistance from the circuit.,Increase the amount of electric charge already in the wires.,A
CONTENT_21,2,21,Momentum,Intermediate,Understanding,S2_C21_Understanding,Which statement correctly describes the linear momentum of an object?,Momentum equals the product of the object mass and its velocity.,Momentum equals the product of mass and acceleration.,Momentum equals kinetic energy divided by time.,Momentum depends only on mass and is not affected by velocity.,A
CONTENT_21,2,21,Momentum,Intermediate,Application,S2_C21_Application,A car of mass 1000 kg moves east at 20 m/s. What is its momentum?,20 kg.m/s east,50 kg.m/s east,"20,000 kg.m/s east","200,000 kg.m/s east",C
CONTENT_21,2,21,Momentum,Intermediate,Reasoning,S2_C21_Reasoning,"Two cars move at the same speed in the same direction, but car A has twice the mass of car B. What can be concluded about their momenta?",Momentum of A is half that of B.,Momentum of A equals that of B.,Momentum of A is twice that of B.,The momenta cannot be compared.,C
CONTENT_21,2,21,Momentum,Intermediate,Problem Solving,S2_C21_Problem_Solving,"A 4 kg cart moves east at 6 m/s and collides with a 2 kg cart moving west at 3 m/s. Taking east as positive, what is the total momentum of the system before collision?",30 kg.m/s east,18 kg.m/s east,18 kg.m/s west,30 kg.m/s west,B
CONTENT_21,2,21,Momentum,Intermediate,Misconception Detection,S2_C21_Misconception_Detection,"A student said the following: If the speed of an object doubles, its momentum does not change because its mass has not changed. What is wrong with this reasoning?","Momentum depends on both mass and velocity, so it changes when velocity changes.","Momentum depends only on mass, so the student is correct.","Momentum depends only on acceleration, not velocity.",Momentum can only change if the direction of the object changes.,A
CONTENT_21,2,21,Momentum,Intermediate,Transfer,S2_C21_Transfer,"In a hockey game, a puck moves at a certain speed. If another puck of the same mass moves in the opposite direction at the same speed, how does its momentum compare to the first puck momentum?",It has the same magnitude of momentum but in the opposite direction.,It has twice the momentum in the same direction.,It has half the momentum in the opposite direction.,The new puck momentum is zero.,A
CONTENT_22,2,22,Work and Power,Intermediate,Understanding,S2_C22_Understanding,In which case is the mechanical work done by a force on an object equal to zero?,When the force and displacement are in the same direction.,When the force is perpendicular to the displacement.,When the force and displacement are in opposite directions.,When the force is greater than the displacement.,B
CONTENT_22,2,22,Work and Power,Intermediate,Application,S2_C22_Application,A person pushes a box with a constant force of 50 N for 4 m in the direction of the force. What is the work done by the force?,12.5 J,46 J,200 J,400 J,C
CONTENT_22,2,22,Work and Power,Intermediate,Reasoning,S2_C22_Reasoning,"Two people lift boxes of the same mass to the same height, but person A lifts in 4 s and person B in 8 s. Which conclusion is correct?",A does more work than B.,B does more work than A.,"They do the same work, but power of A is greater.",They have the same power because the mass is the same.,C
CONTENT_22,2,22,Work and Power,Intermediate,Problem Solving,S2_C22_Problem_Solving,"A motor lifts a 20 kg load vertically 5 m in 10 s. Assuming g = 10 m/s^2 and neglecting energy losses, what is the motor power?",10 W,50 W,100 W,200 W,C
CONTENT_22,2,22,Work and Power,Intermediate,Misconception Detection,S2_C22_Misconception_Detection,"A student said the following: If a force is applied to an object but it does not move, the force must have done work because the force exists. What is wrong with this?",Work depends only on the existence of force.,"Work requires displacement, so no mechanical work is done by the force if there is no displacement.",Work is not related to force or displacement.,Work always occurs when an object is stationary.,B
CONTENT_22,2,22,Work and Power,Intermediate,Transfer,S2_C22_Transfer,"Two elevators lift the same load to the same floor, but elevator A reaches the floor in half the time elevator B takes. Neglecting losses, how does power of A compare to power of B?",Power of A is half of power of B.,Power of A equals power of B.,Power of A is twice power of B.,Power of A is four times power of B.,C
CONTENT_23,2,23,Circular Motion,Intermediate,Understanding,S2_C23_Understanding,An object moves in a circular path with constant speed. Which statement is correct?,It has no acceleration because the speed is constant.,It has acceleration because the direction of the velocity vector changes continuously.,It has acceleration only when its speed increases.,No force acts on it during circular motion.,B
CONTENT_23,2,23,Circular Motion,Intermediate,Application,S2_C23_Application,A car moves in a circular path of radius 20 m at a speed of 10 m/s. What is its centripetal acceleration?,0.5 m/s^2,2 m/s^2,5 m/s^2,200 m/s^2,C
CONTENT_23,2,23,Circular Motion,Intermediate,Reasoning,S2_C23_Reasoning,"Two cars move at the same speed in circular paths, but path radius of car A is twice that of car B. How does the centripetal acceleration compare?",Acceleration of A is twice that of B.,Acceleration of A is half of that of B.,Acceleration of A equals that of B.,The accelerations cannot be compared.,B
CONTENT_23,2,23,Circular Motion,Intermediate,Problem Solving,S2_C23_Problem_Solving,A 2 kg object moves at 6 m/s in a circular path of radius 3 m. What is the centripetal force acting on it?,4 N,12 N,24 N,36 N,C
CONTENT_23,2,23,Circular Motion,Intermediate,Misconception Detection,S2_C23_Misconception_Detection,A student said the following: An object moving at constant speed in a circle needs no force because its speed does not change. What is wrong with this reasoning?,Force has nothing to do with circular motion.,"The velocity vector continuously changes direction, so acceleration and a centripetal force are required.",Centripetal force always makes the speed increase.,A circularly moving object has no velocity vector.,B
CONTENT_23,2,23,Circular Motion,Intermediate,Transfer,S2_C23_Transfer,"A stone tied to a string rotates in a horizontal circle. If the stone speed increases while the radius remains constant, what happens to the centripetal acceleration?",It is halved.,It remains constant.,It increases because centripetal acceleration is proportional to the square of the speed.,It becomes zero.,C
CONTENT_24,2,24,Waves,Intermediate,Understanding,S2_C24_Understanding,"Which statement correctly explains the relationship between wave speed, frequency, and wavelength?",Wave speed equals frequency multiplied by wavelength.,Wave speed equals frequency divided by wavelength.,Wave speed equals wavelength divided by frequency.,Wave speed does not depend on frequency or wavelength.,A
CONTENT_24,2,24,Waves,Intermediate,Application,S2_C24_Application,A wave has a frequency of 5 Hz and a wavelength of 2 m. What is its speed?,0.4 m/s,2.5 m/s,7 m/s,10 m/s,D
CONTENT_24,2,24,Waves,Intermediate,Reasoning,S2_C24_Reasoning,"A wave travels in a medium at constant speed. If its frequency doubles, what happens to its wavelength?",It doubles.,It is halved.,It does not change.,It becomes four times as large.,B
CONTENT_24,2,24,Waves,Intermediate,Problem Solving,S2_C24_Problem_Solving,A sound wave has a speed of 340 m/s and a frequency of 680 Hz. Calculate its wavelength.,0.25 m,0.5 m,2 m,20 m,B
CONTENT_24,2,24,Waves,Intermediate,Misconception Detection,S2_C24_Misconception_Detection,"A student said the following: When the amplitude of a wave increases, its frequency automatically increases. What is wrong with this reasoning?",Amplitude and frequency are different quantities; changing amplitude does not necessarily change frequency.,Amplitude and frequency are always equal.,Frequency depends only on wave speed.,Increasing amplitude makes the wavelength zero.,A
CONTENT_24,2,24,Waves,Intermediate,Transfer,S2_C24_Transfer,"In an experiment on a wave in a rope, the rope is tightened so that the wave speed increases, while the frequency produced by the source remains constant. What happens to the wavelength?",It increases.,It decreases.,It does not change.,It becomes zero.,A
CONTENT_25,2,25,Electric Circuits,Intermediate,Understanding,S2_C25_Understanding,"In a simple electric circuit, which correctly describes electric current?",The rate of flow of electric charge through a point in the circuit.,The amount of energy stored in the battery only.,The resistance of the wire to electron movement.,The force that attracts charges to the ground.,A
CONTENT_25,2,25,Electric Circuits,Intermediate,Application,S2_C25_Application,A 4 Ohm resistor is connected to a 12 V battery. What is the current in the circuit?,0.33 A,3 A,8 A,48 A,B
CONTENT_25,2,25,Electric Circuits,Intermediate,Reasoning,S2_C25_Reasoning,"In a series circuit containing two resistors, what happens to the current as it passes through the first and then the second resistor?",The current is the same through both resistors.,The current doubles after the first resistor.,The current becomes zero after the first resistor.,The current is always different in each resistor.,A
CONTENT_25,2,25,Electric Circuits,Intermediate,Problem Solving,S2_C25_Problem_Solving,"A circuit has two resistors in series: R1 = 4 Ohm and R2 = 8 Ohm, with a 24 V source. What is the total current?",1 A,2 A,3 A,6 A,B
CONTENT_25,2,25,Electric Circuits,Intermediate,Misconception Detection,S2_C25_Misconception_Detection,A student said the following: Adding another resistor in series makes the total current larger because there is an extra component pushing the charges. What is wrong?,"The extra resistance increases the total resistance, so the current decreases when the source voltage is constant.",The extra resistance does not affect the current at all.,The extra resistance always makes the voltage zero.,The extra resistance automatically converts the circuit to a parallel circuit.,A
CONTENT_25,2,25,Electric Circuits,Intermediate,Transfer,S2_C25_Transfer,"Two identical lamps are connected in series to a battery. If one lamp burns out and the circuit opens, what happens to the other lamp?",It continues to glow with the same brightness.,It becomes brighter.,It goes out because the circuit is open.,The current through it doubles.,C
CONTENT_26,2,26,Thermodynamics,Advanced,Understanding,S2_C26_Understanding,"Which statement correctly describes the first law of thermodynamics, assuming Q is heat added to the system and W is work done by the system?",The change in internal energy equals heat added minus work done by the system.,The change in internal energy equals heat added plus work done by the system always.,The change in internal energy equals work only and does not depend on heat transfer.,Internal energy equals heat added to the system in all processes.,A
CONTENT_26,2,26,Thermodynamics,Advanced,Application,S2_C26_Application,A gas absorbs 500 J of heat and expands doing 200 J of work on the surroundings. What is the change in its internal energy?,300 J,500 J,700 J,-300 J,A
CONTENT_26,2,26,Thermodynamics,Advanced,Reasoning,S2_C26_Reasoning,"A gas in a closed container undergoes an adiabatic process, meaning no heat transfer occurs between the gas and surroundings. If the gas does work on the surroundings, what happens to the internal energy of the gas?",It increases because the gas did work.,It decreases because the energy to do work comes from internal energy.,It remains constant because the process is adiabatic.,It always becomes zero.,B
CONTENT_26,2,26,Thermodynamics,Advanced,Problem Solving,S2_C26_Problem_Solving,"A system absorbs 800 J of heat. During the process, its internal energy increases by 300 J. Taking Q positive when heat enters the system and W positive when the system does work, what is the work done by the system?",300 J,500 J,800 J,1100 J,B
CONTENT_26,2,26,Thermodynamics,Advanced,Misconception Detection,S2_C26_Misconception_Detection,"A student said the following: Since internal energy is a state function, the heat and work transferred by the system are equal in every process leading to the same final state. What is wrong with this reasoning?","Heat and work are also state functions, so they are always equal.","Internal energy is a state function, but heat and work depend on the path, so their values may differ from one path to another.",Internal energy does not depend on the final state.,Heat and work cannot change internal energy.,B
CONTENT_26,2,26,Thermodynamics,Advanced,Transfer,S2_C26_Transfer,"In a heat engine, the system absorbs 1200 J of heat from a hot source and rejects 700 J to a cold source during a complete cycle. What is the net work produced by the engine per cycle?",500 J,700 J,1200 J,1900 J,A
CONTENT_27,2,27,Electromagnetism,Advanced,Understanding,S2_C27_Understanding,Which statement correctly explains the relationship between magnetic field and electric current?,An electric current can generate a magnetic field around a conductor carrying the current.,A magnetic field cannot be associated with moving charges.,A magnetic field exists only around stationary charges.,Electric current and magnetic field are completely independent phenomena.,A
CONTENT_27,2,27,Electromagnetism,Advanced,Application,S2_C27_Application,"A straight wire carries a current of 4 A and is perpendicular to a magnetic field of 0.5 T. If the length of the wire inside the field is 0.4 m, what is the magnitude of the magnetic force on it?",0.4 N,0.8 N,1.0 N,2.0 N,B
CONTENT_27,2,27,Electromagnetism,Advanced,Reasoning,S2_C27_Reasoning,"A conducting coil is placed in a magnetic field. If the magnetic flux through the coil changes with time, what can be concluded?",An induced voltage can be generated in the coil.,No voltage can be generated because the field is magnetic only.,The coil resistance must become zero.,The magnetic field must immediately stop.,A
CONTENT_27,2,27,Electromagnetism,Advanced,Problem Solving,S2_C27_Problem_Solving,"A coil has 200 turns, and the magnetic flux through each turn changes from 0.04 Wb to 0.01 Wb in 0.2 s. What is the average induced electromotive force?",15 V,20 V,30 V,60 V,C
CONTENT_27,2,27,Electromagnetism,Advanced,Misconception Detection,S2_C27_Misconception_Detection,"A student said the following: An induced current can be generated by simply placing a stationary coil in a stationary magnetic field, even if the magnetic flux through the coil does not change. What is wrong with this reasoning?","Electromagnetic induction is related to the change of magnetic flux with time, not merely the presence of a constant magnetic field.",Any constant magnetic field always generates an induced current.,Induced current has nothing to do with magnetic field.,Induced current can only be produced by a battery.,A
CONTENT_27,2,27,Electromagnetism,Advanced,Transfer,S2_C27_Transfer,"An electric bicycle uses a motor that converts electrical energy into motion, while a generator uses motion to produce electrical energy. What common electromagnetic idea helps understand both devices?",The mutual relationship between electricity and magnetism allows energy conversion between electrical and mechanical forms.,Motors and generators rely only on mechanical friction.,"A generator converts electrical energy into motion only, and a motor converts motion into electricity.",Motors and generators work without any interaction between current and magnetic field.,A
CONTENT_28,2,28,Optics,Advanced,Understanding,S2_C28_Understanding,"When light travels from one transparent medium to another, what determines the amount it bends at the interface?",The difference in refractive index between the two media and the angle of incidence.,"Only the intensity of light, regardless of the medium properties.",Only the mass of the photons.,The color of the object reflecting the light.,A
CONTENT_28,2,28,Optics,Advanced,Application,S2_C28_Application,"A light ray travels from air into glass with refractive index 1.5, and the angle of incidence is 30 degrees. Using Snell law, what is the approximate angle of refraction?",19.5 degrees,30.0 degrees,45.0 degrees,60.0 degrees,A
CONTENT_28,2,28,Optics,Advanced,Reasoning,S2_C28_Reasoning,An object is placed in front of a convex lens at a distance greater than twice its focal length. Which description of the formed image is correct?,"Real, inverted, and diminished.","Real, upright, and magnified.","Virtual, upright, and diminished.","Virtual, inverted, and magnified.",A
CONTENT_28,2,28,Optics,Advanced,Problem Solving,S2_C28_Problem_Solving,"A convex lens has a focal length of 10 cm, and an object is placed 30 cm from it. Using the thin lens equation, what is the image distance?",10 cm,15 cm,20 cm,30 cm,B
CONTENT_28,2,28,Optics,Advanced,Misconception Detection,S2_C28_Misconception_Detection,"A student said the following: When light enters glass from air, its speed increases because glass is optically denser. What is wrong with this reasoning?","The speed of light in glass is less than in air, even though glass has a higher refractive index.",The speed of light always increases when entering a medium with a higher refractive index.,The speed of light does not change when moving between transparent media.,The refractive index determines only the intensity of light and is unrelated to its speed.,A
CONTENT_28,2,28,Optics,Advanced,Transfer,S2_C28_Transfer,Optical fibers are used in communications to transmit data over long distances. What basic optical principle keeps light confined inside the fiber?,Total internal reflection at the boundary between the fiber core and cladding.,Complete absorption of light inside the cladding.,Gradual increase in light speed inside the fiber.,Reflection of light from the air surrounding the fiber only.,A
CONTENT_29,2,29,Modern Physics,Advanced,Understanding,S2_C29_Understanding,Which statement correctly explains why classical physics alone cannot explain the photoelectric effect?,"Because light can behave as packets of photons, and photon energy depends on its frequency.",Because electrons do not carry electric charge.,Because light intensity does not affect any optical phenomenon.,Because photons have a large rest mass.,A
CONTENT_29,2,29,Modern Physics,Advanced,Application,S2_C29_Application,"Light of frequency 8e14 Hz falls on a metal with work function 2.0 eV. If Planck constant h = 4.14e-15 eV.s, what is the maximum kinetic energy of the emitted electrons?",0.31 eV,1.31 eV,2.31 eV,3.31 eV,B
CONTENT_29,2,29,Modern Physics,Advanced,Reasoning,S2_C29_Reasoning,"In the double-slit experiment with electrons, if the speed of the electrons increases while other experimental conditions remain constant, what is expected for their wavelength according to de Broglie hypothesis?",The wavelength increases because the electron has become more energetic.,The wavelength decreases because wavelength is inversely proportional to momentum.,The wavelength does not change because the electron is only a particle.,The wavelength becomes zero at any non-zero speed.,B
CONTENT_29,2,29,Modern Physics,Advanced,Problem Solving,S2_C29_Problem_Solving,"An electron moves at a speed of 2.0e6 m/s. If Planck constant h = 6.63e-34 J.s and electron mass m = 9.11e-31 kg, what is the approximate de Broglie wavelength of the electron?",3.64e-10 m,3.64e-8 m,3.64e-12 m,1.82e-10 m,A
CONTENT_29,2,29,Modern Physics,Advanced,Misconception Detection,S2_C29_Misconception_Detection,"A student said the following: If light is intense enough, any metal will emit electrons even if the light frequency is below the threshold frequency. What is the main error in this reasoning?",Light intensity does not compensate for frequency being below the threshold; the photon energy must be sufficient to overcome the work function.,Increasing light intensity reduces each photon energy to zero.,Electrons cannot be emitted from metals under any circumstances.,The threshold frequency determines only the number of photons and is not related to photon energy.,A
CONTENT_29,2,29,Modern Physics,Advanced,Transfer,S2_C29_Transfer,An electron microscope is used to study details smaller than those visible with an optical microscope. Which principle from modern physics helps explain this capability?,"Electrons can have a de Broglie wavelength, and a smaller wavelength allows higher resolution.",Electrons travel faster than light.,Electrons have no wave properties.,Optical microscopes use electrons instead of light.,A
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Understanding,S2_C30_Understanding,"In quantum mechanics, what does it mean that a particle state is described by a wave function?",The wave function contains the information needed to describe the quantum state and the probabilities of measurement outcomes.,The wave function always represents a definite classical trajectory of the particle.,The wave function means the particle has no energy.,The wave function determines the exact position of the particle at every moment.,A
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Application,S2_C30_Application,"An electron is in a probabilistic quantum state, and the probability of measuring it in a certain region is 0.36. If measurements are performed on 1000 independent identical copies of the state, what is the expected number of outcomes in which the electron is found in that region?",36,180,360,640,C
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Reasoning,S2_C30_Reasoning,"According to Heisenberg uncertainty principle, if the state of a particle becomes more precisely defined in position, what happens to the uncertainty in its momentum, while the uncertainty principle remains valid?",The uncertainty in momentum can increase.,The uncertainty in momentum must also become zero.,Both position and momentum become precisely determined.,There is no relation between position precision and momentum uncertainty.,A
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Problem Solving,S2_C30_Problem_Solving,"For a particle whose rest mass is negligible in this approximation, if its de Broglie wavelength is 2.0e-10 m and Planck constant h = 6.63e-34 J.s, what is its momentum?",3.32e-24 kg.m/s,1.33e-43 kg.m/s,3.32e-44 kg.m/s,1.33e-23 kg.m/s,A
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Misconception Detection,S2_C30_Misconception_Detection,"A student said the following: If an electron is described by a wave function, this means the electron itself spreads as an extended material object in all regions where the wave function is nonzero. What is the most accurate correction?","The wave function is a tool to describe the quantum state, and the square of its magnitude is related to the probability of position measurement outcomes.",The wave function proves that the electron is an extended classical body at all points.,The wave function does not contain any probabilistic information.,Probabilities in quantum mechanics are unrelated to the measurement process.,A
CONTENT_30,2,30,Quantum Physics Basics,Advanced,Transfer,S2_C30_Transfer,Some quantum sensors use phenomena such as superposition and interference to improve precise measurements. What idea transfers from the fundamentals of quantum physics to this application?,Quantum states and their interference can be controlled so that small differences affect the measured result.,Quantum systems always follow the same classical laws without any interference effects.,Superposition means the system has a single predetermined value for every measurable quantity.,Quantum measurements are not affected by the state of the system before measurement.,A
CONTENT_31,3,31,Computational Thinking,Beginner,Understanding,CS31_U,What is the main purpose of decomposition in computational thinking?,To divide a complex problem into smaller manageable parts,To remove all difficult parts of a problem,To make a problem more complicated,To avoid solving the problem,A
CONTENT_31,3,31,Computational Thinking,Beginner,Application,CS31_A,A student is planning a school event with many tasks. Which approach best demonstrates decomposition?,"Break the event into smaller tasks such as budgeting, scheduling, invitations, and setup",Complete the entire event plan at once without separating the tasks,Choose the most difficult task and ignore the others until it is finished,Replace the event plan with a single general statement about what should happen,A
CONTENT_31,3,31,Computational Thinking,Beginner,Reasoning,CS31_R,Why is pattern recognition useful when solving problems?,It can help identify similarities with problems solved before,It guarantees that every problem has the same solution,It removes the need to understand the problem,It makes problems impossible to solve,A
CONTENT_31,3,31,Computational Thinking,Beginner,Problem Solving,CS31_P,You need to calculate the total cost of several items. Which approach best uses decomposition?,Calculate each item's cost and then combine the results,Ignore the individual item costs,Choose a random total,Only calculate the most expensive item,A
CONTENT_31,3,31,Computational Thinking,Beginner,Misconception Detection,CS31_M,Which statement shows a common misunderstanding about decomposition?,Decomposition means removing difficult parts of a problem so they do not need to be solved,Decomposition can make a complex problem easier to manage by dividing it into smaller parts,The smaller parts created by decomposition can be solved separately and then combined,Decomposition can help identify the different tasks that make up a larger problem,A
CONTENT_31,3,31,Computational Thinking,Beginner,Transfer,CS31_T,Which situation is an example of applying decomposition outside programming?,Breaking a complex project into smaller tasks,Making a task harder on purpose,Avoiding all planning,Doing every task simultaneously without organization,A
CONTENT_32,3,32,Algorithms,Beginner,Understanding,CS32_U,What is an algorithm?,A finite sequence of clear steps for solving a problem,A type of computer hardware,A programming language,A computer screen,A
CONTENT_32,3,32,Algorithms,Beginner,Application,CS32_A,Which sequence correctly describes an algorithm for comparing two numbers?,"Read the two numbers, compare them, then output the larger number",Output a random number,Ignore both numbers,Always output the first number,A
CONTENT_32,3,32,Algorithms,Beginner,Reasoning,CS32_R,Why should algorithm steps be clear and unambiguous?,So that the procedure can be followed consistently,So that the algorithm becomes longer,So that no one can understand it,So that it can only be used once,A
CONTENT_32,3,32,Algorithms,Beginner,Problem Solving,CS32_P,Which method can be used to determine whether an integer is even or odd?,Check the remainder after dividing the number by 2,Multiply the number by 2,Add 2 to the number,Convert every number to zero,A
CONTENT_32,3,32,Algorithms,Beginner,Misconception Detection,CS32_M,Which statement is incorrect about algorithms?,An algorithm must always be written in Python,An algorithm can be described using ordinary language,An algorithm consists of steps for solving a problem,An algorithm should have clear instructions,A
CONTENT_32,3,32,Algorithms,Beginner,Transfer,CS32_T,A student needs to give a friend precise instructions for preparing a simple meal. Which feature would make the instructions most like an algorithm?,The instructions contain clear steps that can be followed in a defined order,The instructions describe only the final result without explaining how to reach it,The instructions change their meaning depending on who reads them,The instructions include several possible actions without specifying when to choose each one,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Understanding,CS33_U,What is a variable in programming?,A named place used to store a value,A physical computer component,A type of monitor,A network cable,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Application,CS33_A,You need to store three test scores and calculate their total. What programming concept can store the scores?,Variables,A monitor,A keyboard,A network router,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Reasoning,CS33_R,Why are conditional statements useful in programs?,They allow different actions depending on whether a condition is true or false,They always repeat the same action,They permanently store files,They replace all variables,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Problem Solving,CS33_P,A program should print 'Pass' when a student's score is 50 or higher and 'Fail' otherwise. Which concept is needed?,A conditional statement,A computer monitor,A storage device,A network cable,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Misconception Detection,CS33_M,Which statement about variables is a misconception?,A variable must always represent exactly the same kind of value throughout every program,A variable can be used to store a value that a program needs to work with,Variables allow programs to refer to stored data using meaningful names,The role and behavior of a variable can depend on the programming language being used,A
CONTENT_33,3,33,Programming Fundamentals,Beginner,Transfer,CS33_T,Which programming concept is most useful when the same action must be repeated for every item in a list?,A loop,A monitor,A printer,A network cable,A
CONTENT_34,3,34,Data Representation,Beginner,Understanding,CS34_U,Why do digital computers commonly use binary representation?,Digital hardware can reliably represent two distinct states,Computers can only understand decimal numbers,Binary requires no hardware,Binary is always shorter than decimal,A
CONTENT_34,3,34,Data Representation,Beginner,Application,CS34_A,What is the binary representation of decimal 5?,101,100,110,111,A
CONTENT_34,3,34,Data Representation,Beginner,Reasoning,CS34_R,Why can the same binary pattern represent different types of information?,Its meaning depends on how the data is interpreted,Binary patterns always mean numbers,Binary can only represent text,Binary cannot represent images,A
CONTENT_34,3,34,Data Representation,Beginner,Problem Solving,CS34_P,What is the binary representation of decimal 10?,1010,1001,1100,1110,A
CONTENT_34,3,34,Data Representation,Beginner,Misconception Detection,CS34_M,Which statement about a bit is correct?,"A bit can represent one of two binary states, commonly 0 or 1",A bit always stores a complete image,A bit must contain a decimal number from 0 to 9,A bit is larger than a byte,A
CONTENT_34,3,34,Data Representation,Beginner,Transfer,CS34_T,How can a digital photograph be represented inside a computer?,Only as handwritten text,As numerical data representing pixel information,Only as physical paper,Without any digital data,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Understanding,CS35_U,What is the main role of the CPU?,To permanently store all files,To execute instructions and process data,To display images without processing,To provide internet access by itself,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Application,CS35_A,Which component provides temporary working storage for programs that are currently running?,SSD,RAM,Keyboard,Monitor,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Reasoning,CS35_R,Why is RAM different from an SSD in a typical computer system?,RAM permanently stores files while an SSD does not,"RAM is temporary working memory, while an SSD provides persistent storage",Both are exactly the same type of memory,An SSD is used only to display images,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Problem Solving,CS35_P,A computer becomes noticeably slower when many applications are open at the same time. Which explanation is most reasonable?,The keyboard automatically reduces the processor's instruction speed when more applications are opened,"The available RAM may become heavily used, causing the operating system to manage memory more actively",The SSD stops permanently storing files whenever RAM usage increases,The monitor changes the computer's internal processing capacity according to the number of open applications,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Misconception Detection,CS35_M,Which statement is incorrect?,The CPU executes instructions,The CPU is a permanent storage device for files,RAM provides temporary working memory,Storage devices can keep data after power is turned off,B
CONTENT_35,3,35,Computer Systems Basics,Beginner,Transfer,CS35_T,Why do smartphone applications depend on both hardware and software?,Hardware can run every application without software,Software instructions run using the smartphone's hardware resources,Software never interacts with hardware,Applications do not require processing,B
CONTENT_36,3,36,Data Structures,Intermediate,Understanding,CS36_U,What is the main purpose of a data structure?,To replace the operating system,To organize and store data so it can be accessed and processed effectively,To increase the physical size of memory,To prevent programs from using data,B
CONTENT_36,3,36,Data Structures,Intermediate,Application,CS36_A,A program repeatedly needs to add items at one end of a collection and remove the most recently added item. Which data structure is the most appropriate?,"Queue, because it processes the oldest item first","Stack, because it follows a last-in, first-out pattern","Graph, because it represents relationships between items","Hash table, because it maps keys to values",B
CONTENT_36,3,36,Data Structures,Intermediate,Reasoning,CS36_R,Why can choosing an appropriate data structure improve a program?,Every data structure performs every operation equally well,Different structures support different operations efficiently,Data structures eliminate the need for algorithms,The choice of structure never affects performance,B
CONTENT_36,3,36,Data Structures,Intermediate,Problem Solving,CS36_P,"A program frequently needs to access the first item, remove it, and then process the next item in arrival order. Which data structure best matches this requirement?",Stack,Queue,Binary search tree,Hash table,B
CONTENT_36,3,36,Data Structures,Intermediate,Misconception Detection,CS36_M,Which statement is incorrect about data structures?,Different structures have different strengths,There is one data structure that is always the best choice for every problem,A stack follows last-in-first-out behavior,A queue follows first-in-first-out behavior,B
CONTENT_36,3,36,Data Structures,Intermediate,Transfer,CS36_T,A hospital wants to manage patients waiting for service in arrival order. Which data-structure idea best represents this process?,Stack,Queue,Tree,Graph,B
CONTENT_37,3,37,Object-Oriented Programming,Intermediate,Understanding,CS37_U,What is the main idea of a class in object-oriented programming?,It is always a physical computer component,It defines a structure and behavior that objects can use,It stores only images,It replaces the operating system,B
CONTENT_37,3,37,Object-Oriented Programming,Intermediate,Application,CS37_A,A program models several bank accounts. Which approach is most appropriate in object-oriented programming?,Create a separate computer for every account,Create a BankAccount class and objects representing individual accounts,Store every account only as a picture,Avoid representing account data in the program,B
CONTENT_37,3,37,Object-Oriented Programming,Intermediate,Reasoning,CS37_R,Why is encapsulation useful in object-oriented programming?,It makes all internal data accessible to everyone,It helps control access to an object's internal data and behavior,It prevents objects from having any behavior,It removes the need for program logic,B
